scan_id,scan_date,scan_time,data_date,code,name,market,symbol,grade,score,reasons,close,volume,vol_ratio,dif,dea,hist,ma5,ma10,ma20,ma60,bb_upper,bb_mid,bb_lower,bb_width,buy_note,stop_note,target_note,cond_macd_gc,cond_first_red,cond_ma5_ma10_gc,cond_above_ma60,cond_ma60_up,cond_vol_expand,cond_boll_breakout,cond_price_above_ma20,ret_3d,ret_5d,ret_10d,success_5d,type,open,high,low,aggressive_buy_price,pullback_buy_price,conservative_buy_price,wave_buy_price,sell_price_1,sell_price_2,stop_loss_short,stop_loss_wave,stop_loss_hard,support_1,support_2,support_3,resistance_1,resistance_2,recent_low_20,cond_close_above_recent_high,rsi14,cond_a1_ma20_up,cond_a1_above_ma60,cond_a1_macd_first_red,cond_a1_ma5_cross_ma10,cond_a1_breakout_20d,cond_a1_vol_expand,cond_a1_red_candle,cond_a2_ma60_up,cond_a2_bullish_alignment,cond_a2_pullback_to_ma,cond_a2_macd_positive,cond_a2_vol_shrink,cond_a2_higher_lows
2026-03-21_2342,2026-03-21,2026-03-21 12:32:57,2026-03-20,2342,茂矽,上市,2342.TW,C,27,站上季線、季線向上、股價站上20日線,32.3,1538030,0.54,0.105,-0.2234,0.3284,32.83,31.53,31.39,31.88,34.28,31.39,28.5,0.1842,積極買點 34.65、回踩買點 31.53、保守買點 31.39,短線停損 31.53、波段停損 31.39、嚴格停損 31.88,第一賣點 34.28、第二賣點 34.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-3.56,-7.12,-11.15,0.0,股票,33.45,33.75,32.0,34.65,31.53,31.39,31.88,34.28,34.65,31.53,31.39,31.88,31.53,31.39,31.88,34.28,34.65,27.65,0.0,,,,,,,,,,,,,,
2026-03-21_6136,2026-03-21,2026-03-21 12:33:49,2026-03-20,6136,富爾特,上市,6136.TW,C,27,站上季線、季線向上、股價站上20日線,24.05,92279,0.54,0.0215,-0.0226,0.044,24.09,23.91,23.91,24.04,24.35,23.91,23.47,0.037,積極買點 24.40、回踩買點 23.91、保守買點 23.91,短線停損 23.91、波段停損 23.91、嚴格停損 24.04,第一賣點 24.35、第二賣點 24.40,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.83,1.25,0.62,0.0,股票,24.1,24.1,23.9,24.4,23.91,23.91,24.04,24.35,24.4,23.91,23.91,24.04,23.91,23.91,24.04,24.35,24.4,23.35,0.0,,,,,,,,,,,,,,
2026-03-21_1409,2026-03-21,2026-03-21 12:32:43,2026-03-20,1409,新纖,上市,1409.TW,C,27,站上季線、季線向上、股價站上20日線,16.3,8197268,0.54,0.3534,0.2154,0.138,16.46,15.98,15.64,15.3,16.91,15.64,14.36,0.1627,積極買點 17.40、回踩買點 15.98、保守買點 15.64,短線停損 15.98、波段停損 15.64、嚴格停損 15.30,第一賣點 16.91、第二賣點 17.40,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-3.68,-2.15,-4.91,0.0,股票,16.65,16.8,16.2,17.4,15.98,15.64,15.64,16.91,17.4,15.98,15.64,15.3,15.98,15.64,15.3,16.91,17.4,14.5,0.0,,,,,,,,,,,,,,
2026-03-21_3066,2026-03-21,2026-03-21 12:33:10,2026-03-20,3066,李洲,上櫃,3066.TWO,C,27,站上季線、季線向上、股價站上20日線,22.6,1558401,0.52,1.9242,1.1264,0.7978,21.9,19.13,17.15,15.32,23.06,17.15,11.24,0.6894,積極買點 25.20、回踩買點 19.13、保守買點 17.15,短線停損 19.13、波段停損 17.15、嚴格停損 15.32,第一賣點 23.06、第二賣點 25.20,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-11.73,-11.95,-23.67,0.0,股票,24.95,25.2,22.1,25.2,19.13,17.15,17.15,23.06,25.2,19.13,17.15,15.32,19.13,17.15,15.32,23.06,25.2,14.0,0.0,,,,,,,,,,,,,,
2026-03-21_6894,2026-03-21,2026-03-21 12:34:09,2026-03-20,6894,衛司特,上櫃,6894.TWO,C,27,站上季線、季線向上、股價站上20日線,369.5,200453,0.51,31.4254,25.2433,6.1821,355.7,334.25,306.55,250.62,382.98,306.55,230.12,0.4986,積極買點 396.00、回踩買點 334.25、保守買點 306.55,短線停損 334.25、波段停損 306.55、嚴格停損 250.62,第一賣點 382.98、第二賣點 396.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.62,-5.28,-13.53,0.0,股票,374.5,384.5,366.0,396.0,334.25,306.55,306.55,382.98,396.0,334.25,306.55,250.62,334.25,306.55,250.62,382.98,396.0,233.5,0.0,,,,,,,,,,,,,,
2026-03-21_3437,2026-03-21,2026-03-21 12:33:15,2026-03-20,3437,榮創,上市,3437.TW,C,27,站上季線、季線向上、股價站上20日線,24.0,3427071,0.51,2.0848,1.1217,0.9631,23.19,19.79,17.58,15.96,24.52,17.58,10.64,0.7893,積極買點 26.70、回踩買點 19.79、保守買點 17.58,短線停損 19.79、波段停損 17.58、嚴格停損 15.96,第一賣點 24.52、第二賣點 26.70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-5.42,-12.92,-16.25,0.0,股票,26.2,26.7,24.0,26.7,19.79,17.58,17.58,24.52,26.7,19.79,17.58,15.96,19.79,17.58,15.96,24.52,26.7,14.0,0.0,,,,,,,,,,,,,,
2026-03-21_3224,2026-03-21,2026-03-21 12:33:11,2026-03-20,3224,三顧,上櫃,3224.TWO,C,27,站上季線、季線向上、股價站上20日線,44.9,24339,0.49,0.2113,-0.2029,0.4142,45.65,44.24,43.6,44.75,46.37,43.6,40.84,0.1268,積極買點 46.50、回踩買點 44.24、保守買點 43.60,短線停損 44.24、波段停損 43.60、嚴格停損 44.75,第一賣點 46.37、第二賣點 46.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.34,-4.68,-9.58,0.0,股票,45.65,45.65,44.9,46.5,44.24,43.6,44.75,46.37,46.5,44.24,43.6,44.75,44.24,43.6,44.75,46.37,46.5,39.45,0.0,,,,,,,,,,,,,,
2026-03-21_6225,2026-03-21,2026-03-21 12:33:53,2026-03-20,6225,天瀚,上市,6225.TW,C,27,站上季線、季線向上、股價站上20日線,22.6,17870,0.49,1.2775,1.2631,0.0145,22.66,22.86,20.91,18.68,25.39,20.91,16.43,0.4286,積極買點 26.40、回踩買點 22.86、保守買點 20.91,短線停損 22.86、波段停損 20.91、嚴格停損 18.68,第一賣點 25.39、第二賣點 26.40,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-6.19,-9.29,-13.27,0.0,股票,22.5,23.95,22.5,26.4,22.86,20.91,20.91,25.39,26.4,22.86,20.91,18.68,22.86,20.91,18.68,25.39,26.4,17.15,0.0,,,,,,,,,,,,,,
2026-03-21_4566,2026-03-21,2026-03-21 12:33:30,2026-03-20,4566,時碩工業,上市,4566.TW,C,27,站上季線、季線向上、股價站上20日線,60.8,474942,0.48,0.3901,-0.3331,0.7232,59.54,56.86,57.4,57.97,63.08,57.4,51.72,0.198,積極買點 64.00、回踩買點 56.86、保守買點 57.40,短線停損 56.86、波段停損 57.40、嚴格停損 57.97,第一賣點 63.08、第二賣點 64.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.64,-0.82,-8.88,0.0,股票,61.3,62.2,59.9,64.0,56.86,57.4,57.97,63.08,64.0,56.86,57.4,57.97,56.86,57.4,57.97,63.08,64.0,52.6,0.0,,,,,,,,,,,,,,
2026-03-21_3252,2026-03-21,2026-03-21 12:33:12,2026-03-20,3252,海灣,上櫃,3252.TWO,C,27,站上季線、季線向上、股價站上20日線,20.15,43263,0.48,0.3115,0.3221,-0.0106,20.18,20.12,20.03,19.26,20.35,20.03,19.71,0.032,積極買點 21.35、回踩買點 20.12、保守買點 20.03,短線停損 20.12、波段停損 20.03、嚴格停損 19.26,第一賣點 20.35、第二賣點 21.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5,-0.25,-0.25,0.0,股票,20.9,20.9,20.05,21.35,20.12,20.03,20.03,20.35,21.35,20.12,20.03,19.26,20.12,20.03,19.26,20.35,21.35,18.35,0.0,,,,,,,,,,,,,,
2026-03-21_1727,2026-03-21,2026-03-21 12:32:51,2026-03-20,1727,中華化,上市,1727.TW,C,27,站上季線、季線向上、股價站上20日線,53.4,6813568,0.44,2.7203,2.2725,0.4477,54.84,53.25,50.25,46.44,59.31,50.25,41.19,0.3606,積極買點 63.60、回踩買點 53.25、保守買點 50.25,短線停損 53.25、波段停損 50.25、嚴格停損 46.44,第一賣點 59.31、第二賣點 63.60,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-3.56,-5.06,-11.8,0.0,股票,55.1,56.4,53.2,63.6,53.25,50.25,50.25,59.31,63.6,53.25,50.25,46.44,53.25,50.25,46.44,59.31,63.6,40.5,0.0,,,,,,,,,,,,,,
2026-03-21_4711,2026-03-21,2026-03-21 12:33:31,2026-03-20,4711,永純,上櫃,4711.TWO,C,27,站上季線、季線向上、股價站上20日線,17.1,341439,0.43,0.4527,0.2042,0.2485,16.99,15.99,15.53,15.34,17.25,15.53,13.81,0.2209,積極買點 17.80、回踩買點 15.99、保守買點 15.53,短線停損 15.99、波段停損 15.53、嚴格停損 15.34,第一賣點 17.25、第二賣點 17.80,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-7.31,-6.73,-9.94,0.0,股票,16.95,17.55,16.95,17.8,15.99,15.53,15.53,17.25,17.8,15.99,15.53,15.34,15.99,15.53,15.34,17.25,17.8,14.6,0.0,,,,,,,,,,,,,,
2026-03-21_4148,2026-03-21,2026-03-21 12:33:24,2026-03-20,4148,全宇生技-KY,上市,4148.TW,C,27,站上季線、季線向上、股價站上20日線,40.85,86026,0.41,1.0403,0.4945,0.5458,41.94,40.04,38.22,38.29,43.04,38.22,33.41,0.2517,積極買點 43.80、回踩買點 40.04、保守買點 38.22,短線停損 40.04、波段停損 38.22、嚴格停損 38.29,第一賣點 43.04、第二賣點 43.80,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.2,4.9,6.12,1.0,股票,42.65,42.65,40.6,43.8,40.04,38.22,38.29,43.04,43.8,40.04,38.22,38.29,40.04,38.22,38.29,43.04,43.8,34.7,0.0,,,,,,,,,,,,,,
2026-03-21_4527,2026-03-21,2026-03-21 12:33:28,2026-03-20,4527,方土霖,上櫃,4527.TWO,C,27,站上季線、季線向上、股價站上20日線,42.35,16346,0.4,0.3714,0.2842,0.0873,42.28,41.84,41.56,40.73,42.63,41.56,40.5,0.0513,積極買點 43.50、回踩買點 41.84、保守買點 41.56,短線停損 41.84、波段停損 41.56、嚴格停損 40.73,第一賣點 42.63、第二賣點 43.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.59,0.83,0.59,0.0,股票,42.3,42.35,42.2,43.5,41.84,41.56,41.56,42.63,43.5,41.84,41.56,40.73,41.84,41.56,40.73,42.63,43.5,40.35,0.0,,,,,,,,,,,,,,
2026-03-21_2243,2026-03-21,2026-03-21 12:32:55,2026-03-20,2243,宏旭-KY,上市,2243.TW,C,27,站上季線、季線向上、股價站上20日線,19.5,893905,0.4,2.0206,1.2414,0.7792,19.14,16.48,14.24,12.43,20.4,14.24,8.08,0.8645,積極買點 20.70、回踩買點 16.48、保守買點 14.24,短線停損 16.48、波段停損 14.24、嚴格停損 12.43,第一賣點 20.40、第二賣點 20.70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.41,6.92,7.18,1.0,股票,19.8,20.4,19.35,20.7,16.48,14.24,14.24,20.4,20.7,16.48,14.24,12.43,16.48,14.24,12.43,20.4,20.7,11.5,0.0,,,,,,,,,,,,,,
2026-03-21_3006,2026-03-21,2026-03-21 12:33:07,2026-03-20,3006,晶豪科,上市,3006.TW,C,27,站上季線、季線向上、股價站上20日線,195.5,12202335,0.33,12.5867,7.1306,5.4561,199.5,175.85,165.8,145.98,210.43,165.8,121.17,0.5383,積極買點 223.50、回踩買點 175.85、保守買點 165.80,短線停損 175.85、波段停損 165.80、嚴格停損 145.98,第一賣點 210.43、第二賣點 223.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-9.21,-12.02,-19.69,0.0,股票,219.0,219.0,195.5,223.5,175.85,165.8,165.8,210.43,223.5,175.85,165.8,145.98,175.85,165.8,145.98,210.43,223.5,132.0,0.0,,,,,,,,,,,,,,
2026-03-21_4720,2026-03-21,2026-03-21 12:33:31,2026-03-20,4720,德淵,上市,4720.TW,C,27,站上季線、季線向上、股價站上20日線,16.75,901420,0.32,0.1326,0.0199,0.1127,17.1,16.42,16.4,16.4,17.57,16.4,15.23,0.1432,積極買點 17.50、回踩買點 16.42、保守買點 16.40,短線停損 16.42、波段停損 16.40、嚴格停損 16.40,第一賣點 17.57、第二賣點 17.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.36,10.15,7.76,1.0,股票,17.0,17.25,16.75,17.5,16.42,16.4,16.4,17.57,17.5,16.42,16.4,16.4,16.42,16.4,16.4,17.57,17.5,15.1,0.0,,,,,,,,,,,,,,
2026-03-21_3037,2026-03-21,2026-03-21 12:33:08,2026-03-20,3037,欣興,上市,3037.TW,C,27,站上季線、季線向上、股價站上20日線,554.0,9015666,0.31,54.7086,46.8962,7.8124,561.4,507.4,473.88,344.1,594.71,473.88,353.04,0.51,積極買點 594.00、回踩買點 507.40、保守買點 473.88,短線停損 507.40、波段停損 473.88、嚴格停損 344.10,第一賣點 594.71、第二賣點 594.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-8.66,-8.84,1.81,0.0,股票,577.0,577.0,533.0,594.0,507.4,473.88,473.88,594.71,594.0,507.4,473.88,344.1,507.4,473.88,344.1,594.71,594.0,366.5,0.0,,,,,,,,,,,,,,
2026-03-21_8240,2026-03-21,2026-03-21 12:34:14,2026-03-20,8240,華宏,上櫃,8240.TWO,C,27,站上季線、季線向上、股價站上20日線,56.0,2180662,0.3,4.2262,2.3177,1.9084,55.74,49.23,44.72,41.13,58.57,44.72,30.87,0.6194,積極買點 63.20、回踩買點 49.23、保守買點 44.72,短線停損 49.23、波段停損 44.72、嚴格停損 41.13,第一賣點 58.57、第二賣點 63.20,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.71,-4.64,-6.96,0.0,股票,58.8,58.8,54.5,63.2,49.23,44.72,44.72,58.57,63.2,49.23,44.72,41.13,49.23,44.72,41.13,58.57,63.2,37.85,0.0,,,,,,,,,,,,,,
2026-03-21_6103,2026-03-21,2026-03-21 12:33:48,2026-03-20,6103,合邦,上櫃,6103.TWO,C,27,站上季線、季線向上、股價站上20日線,45.6,10448,0.29,3.449,2.2417,1.2073,48.97,43.85,39.4,36.81,51.71,39.4,27.08,0.6252,積極買點 54.60、回踩買點 43.85、保守買點 39.40,短線停損 43.85、波段停損 39.40、嚴格停損 36.81,第一賣點 51.71、第二賣點 54.60,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.25,7.02,-7.13,1.0,股票,48.6,48.6,45.6,54.6,43.85,39.4,39.4,51.71,54.6,43.85,39.4,36.81,43.85,39.4,36.81,51.71,54.6,34.95,0.0,,,,,,,,,,,,,,
2026-03-21_5351,2026-03-21,2026-03-21 12:33:42,2026-03-20,5351,鈺創,上櫃,5351.TWO,C,27,站上季線、季線向上、股價站上20日線,79.5,14647476,0.28,6.0911,3.1762,2.9149,79.16,69.53,62.56,57.43,83.61,62.56,41.5,0.6731,積極買點 87.90、回踩買點 69.53、保守買點 62.56,短線停損 69.53、波段停損 62.56、嚴格停損 57.43,第一賣點 83.61、第二賣點 87.90,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-6.79,-10.69,-18.74,0.0,股票,84.7,84.7,78.2,87.9,69.53,62.56,62.56,83.61,87.9,69.53,62.56,57.43,69.53,62.56,57.43,83.61,87.9,48.0,0.0,,,,,,,,,,,,,,
2026-03-21_2939,2026-03-21,2026-03-21 12:33:07,2026-03-20,2939,凱羿-KY,上市,2939.TW,C,27,站上季線、季線向上、股價站上20日線,26.45,23152,0.28,0.9037,0.6014,0.3023,26.3,25.25,24.32,23.39,27.93,24.32,20.7,0.2975,積極買點 28.00、回踩買點 25.25、保守買點 24.32,短線停損 25.25、波段停損 24.32、嚴格停損 23.39,第一賣點 27.93、第二賣點 28.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.32,0.38,-1.7,0.0,股票,25.6,26.45,25.5,28.0,25.25,24.32,24.32,27.93,28.0,25.25,24.32,23.39,25.25,24.32,23.39,27.93,28.0,20.1,0.0,,,,,,,,,,,,,,
2026-03-21_6451,2026-03-21,2026-03-21 12:33:57,2026-03-20,6451,訊芯-KY,上市,6451.TW,C,27,站上季線、季線向上、股價站上20日線,274.5,2267213,0.27,23.8053,15.3238,8.4815,264.6,226.75,211.03,178.05,279.69,211.03,142.36,0.6507,積極買點 287.00、回踩買點 226.75、保守買點 211.03,短線停損 226.75、波段停損 211.03、嚴格停損 178.05,第一賣點 279.69、第二賣點 287.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.21,32.97,18.4,1.0,股票,280.0,287.0,269.0,287.0,226.75,211.03,211.03,279.69,287.0,226.75,211.03,178.05,226.75,211.03,178.05,279.69,287.0,166.0,0.0,,,,,,,,,,,,,,
2026-03-21_9905,2026-03-21,2026-03-21 12:34:20,2026-03-20,9905,大華,上市,9905.TW,C,27,站上季線、季線向上、股價站上20日線,21.0,38607,0.26,0.2667,0.2405,0.0261,21.29,21.01,20.79,20.27,21.62,20.79,19.96,0.0797,積極買點 21.95、回踩買點 21.01、保守買點 20.79,短線停損 21.01、波段停損 20.79、嚴格停損 20.27,第一賣點 21.62、第二賣點 21.95,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.48,-0.95,0.0,0.0,股票,20.9,21.0,20.9,21.95,21.01,20.79,20.79,21.62,21.95,21.01,20.79,20.27,21.01,20.79,20.27,21.62,21.95,20.15,0.0,,,,,,,,,,,,,,
2026-03-21_6167,2026-03-21,2026-03-21 12:33:51,2026-03-20,6167,久正,上櫃,6167.TWO,C,27,站上季線、季線向上、股價站上20日線,14.95,1913282,0.26,0.8528,0.4465,0.4063,15.5,13.75,12.95,12.35,16.08,12.95,9.82,0.4829,積極買點 17.50、回踩買點 13.75、保守買點 12.95,短線停損 13.75、波段停損 12.95、嚴格停損 12.35,第一賣點 16.08、第二賣點 17.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-3.68,-6.69,-14.38,0.0,股票,15.7,15.7,14.55,17.5,13.75,12.95,12.95,16.08,17.5,13.75,12.95,12.35,13.75,12.95,12.35,16.08,17.5,11.25,0.0,,,,,,,,,,,,,,
2026-03-21_1593,2026-03-21,2026-03-21 12:32:49,2026-03-20,1593,祺驊,上櫃,1593.TWO,C,27,站上季線、季線向上、股價站上20日線,33.15,8115,0.23,0.7947,0.9462,-0.1515,33.2,33.94,32.96,30.77,36.32,32.96,29.59,0.2043,積極買點 35.40、回踩買點 33.94、保守買點 32.96,短線停損 33.94、波段停損 32.96、嚴格停損 30.77,第一賣點 36.32、第二賣點 35.40,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.07,4.52,0.6,1.0,股票,34.1,34.1,33.15,35.4,33.94,32.96,32.96,36.32,35.4,33.94,32.96,30.77,33.94,32.96,30.77,36.32,35.4,28.8,0.0,,,,,,,,,,,,,,
2026-03-21_2485,2026-03-21,2026-03-21 12:33:01,2026-03-20,2485,兆赫,上市,2485.TW,C,27,站上季線、季線向上、股價站上20日線,73.9,19792482,0.19,9.6901,7.4906,2.1996,75.44,65.7,56.25,40.76,81.97,56.25,30.54,0.9143,積極買點 85.50、回踩買點 65.70、保守買點 56.25,短線停損 65.70、波段停損 56.25、嚴格停損 40.76,第一賣點 81.97、第二賣點 85.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.25,8.8,-1.08,1.0,股票,80.1,80.3,72.5,85.5,65.7,56.25,56.25,81.97,85.5,65.7,56.25,40.76,65.7,56.25,40.76,81.97,85.5,36.3,0.0,,,,,,,,,,,,,,
2026-03-21_6834,2026-03-21,2026-03-21 12:34:08,2026-03-20,6834,天二科技,上市,6834.TW,C,27,站上季線、季線向上、股價站上20日線,31.3,375514,0.19,0.1339,-0.2477,0.3815,32.01,29.95,30.14,30.56,33.8,30.14,26.49,0.2426,積極買點 36.10、回踩買點 29.95、保守買點 30.14,短線停損 29.95、波段停損 30.14、嚴格停損 30.56,第一賣點 33.80、第二賣點 36.10,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.92,-3.19,-0.16,0.0,股票,32.25,32.65,31.25,36.1,29.95,30.14,30.56,33.8,36.1,29.95,30.14,30.56,29.95,30.14,30.56,33.8,36.1,26.1,0.0,,,,,,,,,,,,,,
2026-03-21_4413,2026-03-21,2026-03-21 12:33:26,2026-03-20,4413,飛寶企業,上櫃,4413.TWO,C,27,站上季線、季線向上、股價站上20日線,18.0,1000,0.17,0.0062,-0.0007,0.0069,18.05,17.96,18.0,17.88,18.44,18.0,17.55,0.0498,積極買點 20.15、回踩買點 17.96、保守買點 18.00,短線停損 17.96、波段停損 18.00、嚴格停損 17.88,第一賣點 18.44、第二賣點 20.15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.11,-2.5,-2.78,0.0,股票,18.0,18.0,18.0,20.15,17.96,18.0,18.0,18.44,20.15,17.96,18.0,17.88,17.96,18.0,17.88,18.44,20.15,17.5,0.0,,,,,,,,,,,,,,
2026-03-21_2486,2026-03-21,2026-03-21 12:33:01,2026-03-20,2486,一詮,上市,2486.TW,C,27,站上季線、季線向上、股價站上20日線,155.0,2738459,0.13,9.1167,7.8323,1.2844,157.9,147.1,143.55,117.73,167.52,143.55,119.58,0.334,積極買點 170.50、回踩買點 147.10、保守買點 143.55,短線停損 147.10、波段停損 143.55、嚴格停損 117.73,第一賣點 167.52、第二賣點 170.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.32,-3.87,-6.77,0.0,股票,159.0,159.0,150.0,170.5,147.1,143.55,143.55,167.52,170.5,147.1,143.55,117.73,147.1,143.55,117.73,167.52,170.5,122.0,0.0,,,,,,,,,,,,,,
2026-03-21_6020,2026-03-21,2026-03-21 12:33:47,2026-03-20,6020,大展證,上櫃,6020.TWO,C,27,站上季線、季線向上、股價站上20日線,19.5,6002,0.12,0.0536,0.0187,0.0349,19.39,19.25,19.25,19.18,19.57,19.25,18.93,0.0337,積極買點 19.70、回踩買點 19.25、保守買點 19.25,短線停損 19.25、波段停損 19.25、嚴格停損 19.18,第一賣點 19.57、第二賣點 19.70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.03,-0.26,-0.51,0.0,股票,19.4,19.5,19.2,19.7,19.25,19.25,19.25,19.57,19.7,19.25,19.25,19.18,19.25,19.25,19.18,19.57,19.7,18.9,0.0,,,,,,,,,,,,,,
2026-03-21_3454,2026-03-21,2026-03-21 12:33:15,2026-03-20,3454,晶睿,上市,3454.TW,C,27,站上季線、季線向上、股價站上20日線,99.4,0,0.0,0.1575,0.2063,-0.0488,99.4,99.39,99.38,99.05,99.5,99.38,99.25,0.0025,積極買點 99.70、回踩買點 99.39、保守買點 99.38,短線停損 99.39、波段停損 99.38、嚴格停損 99.05,第一賣點 99.50、第二賣點 99.70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,股票,99.4,99.4,99.4,99.7,99.39,99.38,99.38,99.5,99.7,99.39,99.38,99.05,99.39,99.38,99.05,99.5,99.7,99.1,0.0,,,,,,,,,,,,,,
2026-03-21_2235,2026-03-21,2026-03-21 12:32:55,2026-03-20,2235,謚源,上櫃,2235.TWO,C,27,站上季線、季線向上、股價站上20日線,34.9,0,0.0,-0.1369,-0.1934,0.0565,34.44,34.22,34.74,34.56,37.07,34.74,32.42,0.1338,積極買點 37.00、回踩買點 34.22、保守買點 34.74,短線停損 34.22、波段停損 34.74、嚴格停損 34.56,第一賣點 37.07、第二賣點 37.00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-3.3,-3.3,-1.72,0.0,股票,34.9,34.9,34.9,37.0,34.22,34.74,34.74,37.07,37.0,34.22,34.74,34.56,34.22,34.74,34.56,37.07,37.0,32.8,0.0,,,,,,,,,,,,,,
2026-03-21_4907,2026-03-21,2026-03-21 12:33:34,2026-03-20,4907,富宇,上櫃,4907.TWO,C,23,5日/10日黃金交叉、股價站上20日線,41.0,45826,1.17,-0.5167,-0.6269,0.1102,40.28,40.22,40.7,43.04,42.23,40.7,39.18,0.075,積極買點 42.50、回踩買點 40.22、保守買點 40.70,短線停損 40.22、波段停損 40.70、嚴格停損 43.04,第一賣點 42.23、第二賣點 42.50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.98,0.24,-1.22,0.0,股票,41.05,41.5,40.1,42.5,40.22,40.7,43.04,42.23,42.5,40.22,40.7,43.04,40.22,40.7,43.04,42.23,42.5,38.75,0.0,,,,,,,,,,,,,,
2026-03-21_8916,2026-03-21,2026-03-21 12:34:18,2026-03-20,8916,光隆,上櫃,8916.TWO,C,23,5日/10日黃金交叉、股價站上20日線,47.75,116919,1.15,-0.2959,-0.4287,0.1328,47.39,47.32,47.33,48.81,48.08,47.33,46.57,0.0318,積極買點 48.20、回踩買點 47.32、保守買點 47.33,短線停損 47.32、波段停損 47.33、嚴格停損 48.81,第一賣點 48.08、第二賣點 48.20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.36,-1.36,-0.73,0.0,股票,47.8,47.8,47.4,48.2,47.32,47.33,48.81,48.08,48.2,47.32,47.33,48.81,47.32,47.33,48.81,48.08,48.2,46.2,0.0,,,,,,,,,,,,,,
2026-03-21_3531,2026-03-21,2026-03-21 12:33:17,2026-03-20,3531,先益,上櫃,3531.TWO,C,23,5日/10日黃金交叉、股價站上20日線,21.0,5000,0.39,-0.0784,-0.1084,0.03,21.01,20.92,20.94,21.29,21.47,20.94,20.4,0.051,積極買點 21.70、回踩買點 20.92、保守買點 20.94,短線停損 20.92、波段停損 20.94、嚴格停損 21.29,第一賣點 21.47、第二賣點 21.70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.33,-0.48,0.0,0.0,股票,21.0,21.0,20.9,21.7,20.92,20.94,21.29,21.47,21.7,20.92,20.94,21.29,20.92,20.94,21.29,21.47,21.7,20.2,0.0,,,,,,,,,,,,,,
2026-03-21_3265,2026-03-21,2026-03-21 12:33:12,2026-03-20,3265,台星科,上櫃,3265.TWO,C,22,站上季線、季線向上,136.5,1552773,1.16,0.2188,0.2239,-0.005,137.0,134.2,137.25,131.77,149.3,137.25,125.2,0.1756,積極買點 154.50、回踩買點 134.20、保守買點 137.25,短線停損 134.20、波段停損 137.25、嚴格停損 131.77,第一賣點 149.30、第二賣點 154.50,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.03,5.86,5.49,1.0,股票,140.5,141.5,134.0,154.5,134.2,137.25,137.25,149.3,154.5,134.2,137.25,131.77,134.2,137.25,131.77,149.3,154.5,124.5,0.0,,,,,,,,,,,,,,
