scan_id,scan_date,scan_time,data_date,code,name,market,symbol,grade,score,reasons,close,volume,vol_ratio,dif,dea,hist,ma5,ma10,ma20,ma60,bb_upper,bb_mid,bb_lower,bb_width,buy_note,stop_note,target_note,cond_macd_gc,cond_first_red,cond_ma5_ma10_gc,cond_above_ma60,cond_ma60_up,cond_vol_expand,cond_boll_breakout,cond_price_above_ma20,ret_3d,ret_5d,ret_10d,success_5d,type,open,high,low,aggressive_buy_price,pullback_buy_price,conservative_buy_price,wave_buy_price,sell_price_1,sell_price_2,stop_loss_short,stop_loss_wave,stop_loss_hard,support_1,support_2,support_3,resistance_1,resistance_2,recent_low_20,cond_close_above_recent_high,rsi14,cond_a1_ma20_up,cond_a1_above_ma60,cond_a1_macd_first_red,cond_a1_ma5_cross_ma10,cond_a1_breakout_20d,cond_a1_vol_expand,cond_a1_red_candle,cond_a2_ma60_up,cond_a2_bullish_alignment,cond_a2_pullback_to_ma,cond_a2_macd_positive,cond_a2_vol_shrink,cond_a2_higher_lows
2026-03-21_3029,2026-03-21,2026-03-21 11:27:58,2026-03-20,3029,零壹,上市,3029.TW,-,10,季線向上,107.0,1799444,0.94,-0.2603,0.6251,-0.8855,113.7,114.25,115.72,113.1,122.49,115.72,108.96,0.1169,積極買點 124.00、回踩買點 114.25、保守買點 115.72,短線停損 114.25、波段停損 115.72、嚴格停損 113.10,第一賣點 122.49、第二賣點 124.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.76,-11.4,-13.08,0.0,股票,110.0,111.0,107.0,124.0,114.25,115.72,115.72,122.49,124.0,114.25,115.72,113.1,114.25,115.72,113.1,122.49,124.0,107.0,0.0,,,,,,,,,,,,,,
2026-03-21_5245,2026-03-21,2026-03-21 11:28:31,2026-03-20,5245,智晶,上櫃,5245.TWO,-,10,季線向上,25.45,72487,0.86,-0.5408,-0.3009,-0.2399,25.62,25.94,26.99,26.27,30.05,26.99,23.93,0.2268,積極買點 33.10、回踩買點 25.94、保守買點 26.99,短線停損 25.94、波段停損 26.99、嚴格停損 26.27,第一賣點 30.05、第二賣點 33.10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.38,-0.2,-9.23,0.0,股票,25.5,25.7,25.45,33.1,25.94,26.99,26.99,30.05,33.1,25.94,26.99,26.27,25.94,26.99,26.27,30.05,33.1,24.75,0.0,,,,,,,,,,,,,,
2026-03-21_2515,2026-03-21,2026-03-21 11:27:51,2026-03-20,2515,中工,上市,2515.TW,-,10,季線向上,14.25,13704966,0.81,-0.0672,0.293,-0.3602,14.65,15.26,16.15,14.36,18.38,16.15,13.93,0.2755,積極買點 18.65、回踩買點 15.26、保守買點 16.15,短線停損 15.26、波段停損 16.15、嚴格停損 14.36,第一賣點 18.38、第二賣點 18.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.16,-4.56,-8.07,0.0,股票,14.45,14.6,14.2,18.65,15.26,16.15,16.15,18.38,18.65,15.26,16.15,14.36,15.26,16.15,14.36,18.38,18.65,14.1,0.0,,,,,,,,,,,,,,
2026-03-21_4736,2026-03-21,2026-03-21 11:28:26,2026-03-20,4736,泰博,上市,4736.TW,-,10,季線向上,124.5,162795,0.79,-0.441,-0.3183,-0.1227,125.7,125.9,125.45,125.82,129.24,125.45,121.66,0.0605,積極買點 130.00、回踩買點 125.90、保守買點 125.45,短線停損 125.90、波段停損 125.45、嚴格停損 125.82,第一賣點 129.24、第二賣點 130.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4,0.0,-2.01,0.0,股票,124.0,125.0,123.0,130.0,125.9,125.45,125.82,129.24,130.0,125.9,125.45,125.82,125.9,125.45,125.82,129.24,130.0,121.0,0.0,,,,,,,,,,,,,,
2026-03-21_1528,2026-03-21,2026-03-21 11:27:36,2026-03-20,1528,恩德,上市,1528.TW,-,10,季線向上,22.6,4221712,0.78,-0.4563,-0.5642,0.1079,22.91,22.39,22.72,23.36,24.47,22.72,20.96,0.1547,積極買點 25.30、回踩買點 22.39、保守買點 22.72,短線停損 22.39、波段停損 22.72、嚴格停損 23.36,第一賣點 24.47、第二賣點 25.30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.77,12.61,18.81,1.0,股票,23.2,23.4,22.3,25.3,22.39,22.72,23.36,24.47,25.3,22.39,22.72,23.36,22.39,22.72,23.36,24.47,25.3,20.2,0.0,,,,,,,,,,,,,,
2026-03-21_4974,2026-03-21,2026-03-21 11:28:29,2026-03-20,4974,亞泰,上櫃,4974.TWO,-,10,季線向上,71.4,103610,0.77,-0.5051,-0.3554,-0.1497,72.58,71.99,73.39,72.58,78.07,73.39,68.7,0.1277,積極買點 77.80、回踩買點 71.99、保守買點 73.39,短線停損 71.99、波段停損 73.39、嚴格停損 72.58,第一賣點 78.07、第二賣點 77.80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.56,0.28,-1.68,0.0,股票,71.7,72.2,71.2,77.8,71.99,73.39,73.39,78.07,77.8,71.99,73.39,72.58,71.99,73.39,72.58,78.07,77.8,68.0,0.0,,,,,,,,,,,,,,
2026-03-21_1439,2026-03-21,2026-03-21 11:27:34,2026-03-20,1439,雋揚,上市,1439.TW,-,10,季線向上,28.05,14847,0.72,-0.4565,-0.4949,0.0384,27.9,27.56,28.35,29.28,30.38,28.35,26.32,0.1435,積極買點 30.45、回踩買點 27.56、保守買點 28.35,短線停損 27.56、波段停損 28.35、嚴格停損 29.28,第一賣點 30.38、第二賣點 30.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.53,-1.78,0.0,股票,28.15,28.2,27.75,30.45,27.56,28.35,29.28,30.38,30.45,27.56,28.35,29.28,27.56,28.35,29.28,30.38,30.45,26.6,0.0,,,,,,,,,,,,,,
2026-03-21_1468,2026-03-21,2026-03-21 11:27:35,2026-03-20,1468,昶和,上市,1468.TW,-,10,季線向上,12.0,37000,0.72,-0.1662,-0.058,-0.1083,12.22,12.27,12.77,12.42,13.82,12.77,11.73,0.1637,積極買點 13.50、回踩買點 12.27、保守買點 12.77,短線停損 12.27、波段停損 12.77、嚴格停損 12.42,第一賣點 13.82、第二賣點 13.50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.83,-1.67,-2.08,0.0,股票,12.0,12.1,11.8,13.5,12.27,12.77,12.77,13.82,13.5,12.27,12.77,12.42,12.27,12.77,12.42,13.82,13.5,11.8,0.0,,,,,,,,,,,,,,
2026-03-21_4168,2026-03-21,2026-03-21 11:28:21,2026-03-20,4168,醣聯,上櫃,4168.TWO,-,10,季線向上,23.6,128264,0.68,-0.7814,-0.6922,-0.0892,23.83,24.05,24.83,26.15,26.79,24.83,22.87,0.1577,積極買點 27.35、回踩買點 24.05、保守買點 24.83,短線停損 24.05、波段停損 24.83、嚴格停損 26.15,第一賣點 26.79、第二賣點 27.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.3,5.08,-2.12,1.0,股票,23.45,24.0,23.15,27.35,24.05,24.83,26.15,26.79,27.35,24.05,24.83,26.15,24.05,24.83,26.15,26.79,27.35,22.7,0.0,,,,,,,,,,,,,,
2026-03-21_9908,2026-03-21,2026-03-21 11:29:05,2026-03-20,9908,大台北,上市,9908.TW,-,10,季線向上,30.1,1065064,0.65,0.0503,0.1935,-0.1432,30.22,30.84,30.63,30.13,32.68,30.63,28.58,0.1338,積極買點 35.10、回踩買點 30.84、保守買點 30.63,短線停損 30.84、波段停損 30.63、嚴格停損 30.13,第一賣點 32.68、第二賣點 35.10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.66,-0.33,-0.66,0.0,股票,30.15,30.45,30.05,35.1,30.84,30.63,30.63,32.68,35.1,30.84,30.63,30.13,30.84,30.63,30.13,32.68,35.1,29.2,0.0,,,,,,,,,,,,,,
2026-03-21_2066,2026-03-21,2026-03-21 11:27:43,2026-03-20,2066,世德,上櫃,2066.TWO,-,10,季線向上,50.0,40601,0.6,-0.5421,-0.3819,-0.1603,50.14,50.9,51.61,51.67,54.99,51.61,48.24,0.1307,積極買點 54.70、回踩買點 50.90、保守買點 51.61,短線停損 50.90、波段停損 51.61、嚴格停損 51.67,第一賣點 54.99、第二賣點 54.70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4,-0.2,0.0,0.0,股票,50.2,50.6,50.0,54.7,50.9,51.61,51.67,54.99,54.7,50.9,51.61,51.67,50.9,51.61,51.67,54.99,54.7,48.3,0.0,,,,,,,,,,,,,,
2026-03-21_3317,2026-03-21,2026-03-21 11:28:07,2026-03-20,3317,尼克森,上櫃,3317.TWO,-,10,季線向上,46.0,388912,0.47,-0.3781,-0.3105,-0.0676,47.31,46.96,47.7,47.58,50.97,47.7,44.43,0.1371,積極買點 51.10、回踩買點 46.96、保守買點 47.70,短線停損 46.96、波段停損 47.70、嚴格停損 47.58,第一賣點 50.97、第二賣點 51.10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.07,8.48,8.91,1.0,股票,46.55,47.0,45.9,51.1,46.96,47.7,47.7,50.97,51.1,46.96,47.7,47.58,46.96,47.7,47.58,50.97,51.1,43.5,0.0,,,,,,,,,,,,,,
2026-03-21_4121,2026-03-21,2026-03-21 11:28:20,2026-03-20,4121,優盛,上櫃,4121.TWO,-,10,季線向上,17.1,580596,0.47,0.138,0.5384,-0.4005,18.51,19.28,19.37,17.24,21.24,19.37,17.5,0.193,積極買點 20.85、回踩買點 19.28、保守買點 19.37,短線停損 19.28、波段停損 19.37、嚴格停損 17.24,第一賣點 21.24、第二賣點 20.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.26,-6.14,-10.53,0.0,股票,18.25,18.25,17.1,20.85,19.28,19.37,19.37,21.24,20.85,19.28,19.37,17.24,19.28,19.37,17.24,21.24,20.85,17.05,0.0,,,,,,,,,,,,,,
2026-03-21_2064,2026-03-21,2026-03-21 11:27:43,2026-03-20,2064,晉椿,上櫃,2064.TWO,-,10,季線向上,11.8,28000,0.24,0.0057,0.0293,-0.0237,12.07,11.98,12.07,11.85,12.43,12.07,11.71,0.0591,積極買點 12.80、回踩買點 11.98、保守買點 12.07,短線停損 11.98、波段停損 12.07、嚴格停損 11.85,第一賣點 12.43、第二賣點 12.80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.85,-1.27,-0.85,0.0,股票,11.85,11.95,11.65,12.8,11.98,12.07,12.07,12.43,12.8,11.98,12.07,11.85,11.98,12.07,11.85,12.43,12.8,11.65,0.0,,,,,,,,,,,,,,
2026-03-21_2035,2026-03-21,2026-03-21 11:27:43,2026-03-20,2035,唐榮,上櫃,2035.TWO,-,10,季線向上,28.3,0,0.0,-0.0576,-0.0287,-0.0289,28.32,28.38,28.47,28.49,28.93,28.47,28.01,0.0322,積極買點 28.95、回踩買點 28.38、保守買點 28.47,短線停損 28.38、波段停損 28.47、嚴格停損 28.49,第一賣點 28.93、第二賣點 28.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.3,-2.83,0.71,0.0,股票,28.3,28.3,28.3,28.95,28.38,28.47,28.49,28.93,28.95,28.38,28.47,28.49,28.38,28.47,28.49,28.93,28.95,27.5,0.0,,,,,,,,,,,,,,
2026-03-21_3227,2026-03-21,2026-03-21 11:28:03,2026-03-20,3227,原相,上櫃,3227.TWO,-,0,,195.0,925652,1.19,-1.6468,-1.884,0.2372,195.6,194.6,196.72,201.72,207.93,196.72,185.52,0.1139,積極買點 209.00、回踩買點 194.60、保守買點 196.72,短線停損 194.60、波段停損 196.72、嚴格停損 201.72,第一賣點 207.93、第二賣點 209.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03,-2.82,-6.41,0.0,股票,191.5,197.5,190.0,209.0,194.6,196.72,201.72,207.93,209.0,194.6,196.72,201.72,194.6,196.72,201.72,207.93,209.0,183.0,0.0,,,,,,,,,,,,,,
2026-03-21_3228,2026-03-21,2026-03-21 11:28:03,2026-03-20,3228,金麗科,上櫃,3228.TWO,-,0,,124.0,376575,1.18,-1.0768,-0.2703,-0.8065,127.6,128.55,130.32,129.24,140.01,130.32,120.64,0.1486,積極買點 155.00、回踩買點 128.55、保守買點 130.32,短線停損 128.55、波段停損 130.32、嚴格停損 129.24,第一賣點 140.01、第二賣點 155.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,1.61,7.26,0.0,股票,127.0,128.0,123.0,155.0,128.55,130.32,130.32,140.01,155.0,128.55,130.32,129.24,128.55,130.32,129.24,140.01,155.0,121.5,0.0,,,,,,,,,,,,,,
2026-03-21_2371,2026-03-21,2026-03-21 11:27:46,2026-03-20,2371,大同,上市,2371.TW,-,0,,30.8,17314978,1.16,-1.4748,-1.2012,-0.2736,31.25,31.87,33.78,34.75,38.59,33.78,28.97,0.2845,積極買點 37.95、回踩買點 31.87、保守買點 33.78,短線停損 31.87、波段停損 33.78、嚴格停損 34.75,第一賣點 38.59、第二賣點 37.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.97,2.44,0.0,股票,31.15,31.5,30.65,37.95,31.87,33.78,34.75,38.59,37.95,31.87,33.78,34.75,31.87,33.78,34.75,38.59,37.95,30.3,0.0,,,,,,,,,,,,,,
2026-03-21_8940,2026-03-21,2026-03-21 11:29:04,2026-03-20,8940,新天地,上市,8940.TW,-,0,,18.7,52305,1.15,-0.3111,-0.3041,-0.007,19.15,19.03,19.35,20.11,20.16,19.35,18.55,0.0833,積極買點 20.30、回踩買點 19.03、保守買點 19.35,短線停損 19.03、波段停損 19.35、嚴格停損 20.11,第一賣點 20.16、第二賣點 20.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,-1.07,-1.34,0.0,股票,19.0,19.0,18.7,20.3,19.03,19.35,20.11,20.16,20.3,19.03,19.35,20.11,19.03,19.35,20.11,20.16,20.3,18.25,0.0,,,,,,,,,,,,,,
2026-03-21_5403,2026-03-21,2026-03-21 11:28:33,2026-03-20,5403,中菲,上櫃,5403.TWO,-,0,,109.5,143591,1.11,-0.3895,-0.594,0.2045,110.6,110.2,110.17,112.76,111.94,110.17,108.41,0.0321,積極買點 111.50、回踩買點 110.20、保守買點 110.17,短線停損 110.20、波段停損 110.17、嚴格停損 112.76,第一賣點 111.94、第二賣點 111.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28,-7.76,-10.32,0.0,股票,111.0,111.0,109.0,111.5,110.2,110.17,112.76,111.94,111.5,110.2,110.17,112.76,110.2,110.17,112.76,111.94,111.5,106.0,0.0,,,,,,,,,,,,,,
2026-03-21_4563,2026-03-21,2026-03-21 11:28:25,2026-03-20,4563,百德,上櫃,4563.TWO,-,0,,43.0,163186,1.1,-2.7166,-2.3573,-0.3593,43.49,44.25,47.45,50.29,54.59,47.45,40.31,0.3011,積極買點 54.00、回踩買點 44.25、保守買點 47.45,短線停損 44.25、波段停損 47.45、嚴格停損 50.29,第一賣點 54.59、第二賣點 54.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,-0.12,-4.88,0.0,股票,43.1,43.75,42.65,54.0,44.25,47.45,50.29,54.59,54.0,44.25,47.45,50.29,44.25,47.45,50.29,54.59,54.0,42.15,0.0,,,,,,,,,,,,,,
2026-03-21_6811,2026-03-21,2026-03-21 11:28:53,2026-03-20,6811,宏碁資訊,上櫃,6811.TWO,-,0,,193.0,75429,1.07,-3.1807,-3.3687,0.188,194.8,193.85,197.18,204.47,207.24,197.18,187.11,0.1021,積極買點 212.00、回踩買點 193.85、保守買點 197.18,短線停損 193.85、波段停損 197.18、嚴格停損 204.47,第一賣點 207.24、第二賣點 212.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,-2.59,-4.66,0.0,股票,194.5,196.0,192.0,212.0,193.85,197.18,204.47,207.24,212.0,193.85,197.18,204.47,193.85,197.18,204.47,207.24,212.0,183.5,0.0,,,,,,,,,,,,,,
2026-03-21_8415,2026-03-21,2026-03-21 11:28:59,2026-03-20,8415,大國鋼,上櫃,8415.TWO,-,0,,33.65,577829,1.07,-0.1068,-0.0766,-0.0302,33.68,33.78,33.9,33.93,34.31,33.9,33.49,0.0243,積極買點 34.50、回踩買點 33.78、保守買點 33.90,短線停損 33.78、波段停損 33.90、嚴格停損 33.93,第一賣點 34.31、第二賣點 34.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,-0.15,2.67,0.0,股票,33.6,33.95,33.5,34.5,33.78,33.9,33.93,34.31,34.5,33.78,33.9,33.93,33.78,33.9,33.93,34.31,34.5,33.45,0.0,,,,,,,,,,,,,,
2026-03-21_2612,2026-03-21,2026-03-21 11:27:52,2026-03-20,2612,中航,上市,2612.TW,-,0,,56.5,1097464,1.05,-1.2006,-0.5638,-0.6369,57.96,58.85,61.39,61.05,67.79,61.39,55.0,0.2083,積極買點 70.70、回踩買點 58.85、保守買點 61.39,短線停損 58.85、波段停損 61.39、嚴格停損 61.05,第一賣點 67.79、第二賣點 70.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,-3.89,-4.07,0.0,股票,58.7,59.2,56.5,70.7,58.85,61.39,61.39,67.79,70.7,58.85,61.39,61.05,58.85,61.39,61.05,67.79,70.7,56.5,0.0,,,,,,,,,,,,,,
2026-03-21_6275,2026-03-21,2026-03-21 11:28:42,2026-03-20,6275,元山,上櫃,6275.TWO,-,0,,49.3,403424,1.04,-0.6097,-0.6273,0.0176,50.28,49.7,50.93,52.31,54.64,50.93,47.22,0.1458,積極買點 56.40、回踩買點 49.70、保守買點 50.93,短線停損 49.70、波段停損 50.93、嚴格停損 52.31,第一賣點 54.64、第二賣點 56.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,-1.72,-6.09,0.0,股票,51.2,51.2,49.3,56.4,49.7,50.93,52.31,54.64,56.4,49.7,50.93,52.31,49.7,50.93,52.31,54.64,56.4,45.8,0.0,,,,,,,,,,,,,,
2026-03-21_8069,2026-03-21,2026-03-21 11:28:56,2026-03-20,8069,元太,上櫃,8069.TWO,-,0,,150.5,9791318,1.02,-8.2836,-6.6876,-1.596,148.3,152.9,165.55,175.71,197.45,165.55,133.65,0.3853,積極買點 193.50、回踩買點 152.90、保守買點 165.55,短線停損 152.90、波段停損 165.55、嚴格停損 175.71,第一賣點 197.45、第二賣點 193.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.33,-2.99,-5.32,0.0,股票,145.0,151.0,144.0,193.5,152.9,165.55,175.71,197.45,193.5,152.9,165.55,175.71,152.9,165.55,175.71,197.45,193.5,143.0,0.0,,,,,,,,,,,,,,
2026-03-21_8932,2026-03-21,2026-03-21 11:29:04,2026-03-20,8932,智通,上櫃,8932.TWO,-,0,,81.7,2624878,1.02,-2.9736,-1.1391,-1.8344,85.12,88.9,93.8,91.62,106.04,93.8,81.56,0.2609,積極買點 100.00、回踩買點 88.90、保守買點 93.80,短線停損 88.90、波段停損 93.80、嚴格停損 91.62,第一賣點 106.04、第二賣點 100.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.37,0.24,0.0,股票,83.4,84.6,79.9,100.0,88.9,93.8,93.8,106.04,100.0,88.9,93.8,91.62,88.9,93.8,91.62,106.04,100.0,79.9,0.0,,,,,,,,,,,,,,
2026-03-21_3516,2026-03-21,2026-03-21 11:28:12,2026-03-20,3516,亞帝歐,上櫃,3516.TWO,-,0,,19.25,18913,1.01,-0.1169,-0.1071,-0.0098,19.42,19.5,19.51,19.79,20.12,19.51,18.9,0.0624,積極買點 20.50、回踩買點 19.50、保守買點 19.51,短線停損 19.50、波段停損 19.51、嚴格停損 19.79,第一賣點 20.12、第二賣點 20.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.38,-3.12,0.0,股票,19.3,19.3,19.2,20.5,19.5,19.51,19.79,20.12,20.5,19.5,19.51,19.79,19.5,19.51,19.79,20.12,20.5,18.4,0.0,,,,,,,,,,,,,,
2026-03-21_1217,2026-03-21,2026-03-21 11:27:32,2026-03-20,1217,愛之味,上市,1217.TW,-,0,,10.2,637588,1.01,-0.0807,-0.0724,-0.0082,10.22,10.23,10.35,10.47,10.67,10.35,10.03,0.0623,積極買點 10.75、回踩買點 10.23、保守買點 10.35,短線停損 10.23、波段停損 10.35、嚴格停損 10.47,第一賣點 10.67、第二賣點 10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.98,1.47,0.0,股票,10.25,10.25,10.2,10.75,10.23,10.35,10.47,10.67,10.75,10.23,10.35,10.47,10.23,10.35,10.47,10.67,10.75,10.15,0.0,,,,,,,,,,,,,,
2026-03-21_6195,2026-03-21,2026-03-21 11:28:40,2026-03-20,6195,詩肯,上櫃,6195.TWO,-,0,,24.8,35030,1.0,-0.1275,-0.0809,-0.0466,24.83,25.06,25.14,25.33,25.66,25.14,24.63,0.0407,積極買點 25.65、回踩買點 25.06、保守買點 25.14,短線停損 25.06、波段停損 25.14、嚴格停損 25.33,第一賣點 25.66、第二賣點 25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.6,-1.21,0.0,股票,24.7,24.85,24.65,25.65,25.06,25.14,25.33,25.66,25.65,25.06,25.14,25.33,25.06,25.14,25.33,25.66,25.65,24.65,0.0,,,,,,,,,,,,,,
2026-03-21_6625,2026-03-21,2026-03-21 11:28:48,2026-03-20,6625,必應,上市,6625.TW,-,0,,77.5,191536,0.99,-1.3568,-1.2202,-0.1365,78.18,79.02,79.83,82.27,82.69,79.83,76.97,0.0717,積極買點 83.00、回踩買點 79.02、保守買點 79.83,短線停損 79.02、波段停損 79.83、嚴格停損 82.27,第一賣點 82.69、第二賣點 83.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,-1.68,-0.9,0.0,股票,78.0,78.3,77.5,83.0,79.02,79.83,82.27,82.69,83.0,79.02,79.83,82.27,79.02,79.83,82.27,82.69,83.0,77.5,0.0,,,,,,,,,,,,,,
2026-03-21_5398,2026-03-21,2026-03-21 11:28:33,2026-03-20,5398,慕康生醫,上櫃,5398.TWO,-,0,,20.85,55912,0.99,-0.47,-0.4224,-0.0476,20.78,20.79,21.76,22.95,24.23,21.76,19.3,0.2264,積極買點 26.15、回踩買點 20.79、保守買點 21.76,短線停損 20.79、波段停損 21.76、嚴格停損 22.95,第一賣點 24.23、第二賣點 26.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,5.04,1.0,股票,20.8,20.85,20.3,26.15,20.79,21.76,22.95,24.23,26.15,20.79,21.76,22.95,20.79,21.76,22.95,24.23,26.15,20.15,0.0,,,,,,,,,,,,,,
2026-03-21_3611,2026-03-21,2026-03-21 11:28:16,2026-03-20,3611,鼎翰,上櫃,3611.TWO,-,0,,187.5,42693,0.97,-2.016,-1.9141,-0.102,188.9,189.65,191.5,197.12,196.85,191.5,186.15,0.0559,積極買點 198.50、回踩買點 189.65、保守買點 191.50,短線停損 189.65、波段停損 191.50、嚴格停損 197.12,第一賣點 196.85、第二賣點 198.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.27,-1.6,0.0,股票,188.5,188.5,187.0,198.5,189.65,191.5,197.12,196.85,198.5,189.65,191.5,197.12,189.65,191.5,197.12,196.85,198.5,187.0,0.0,,,,,,,,,,,,,,
2026-03-21_2538,2026-03-21,2026-03-21 11:27:51,2026-03-20,2538,基泰,上市,2538.TW,-,0,,10.2,316736,0.97,-0.1574,-0.1519,-0.0055,10.17,10.21,10.4,10.8,10.86,10.4,9.94,0.0882,積極買點 10.80、回踩買點 10.21、保守買點 10.40,短線停損 10.21、波段停損 10.40、嚴格停損 10.80,第一賣點 10.86、第二賣點 10.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.49,-1.96,0.0,股票,10.2,10.25,10.2,10.8,10.21,10.4,10.8,10.86,10.8,10.21,10.4,10.8,10.21,10.4,10.8,10.86,10.8,10.05,0.0,,,,,,,,,,,,,,
2026-03-21_6431,2026-03-21,2026-03-21 11:28:43,2026-03-20,6431,光麗-KY,上市,6431.TW,-,0,,21.9,192541,0.96,-1.2363,-1.0028,-0.2335,22.28,23.21,24.35,26.94,27.33,24.35,21.38,0.2442,積極買點 28.00、回踩買點 23.21、保守買點 24.35,短線停損 23.21、波段停損 24.35、嚴格停損 26.94,第一賣點 27.33、第二賣點 28.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.94,3.88,0.91,1.0,股票,21.7,22.6,21.5,28.0,23.21,24.35,26.94,27.33,28.0,23.21,24.35,26.94,23.21,24.35,26.94,27.33,28.0,21.4,0.0,,,,,,,,,,,,,,
2026-03-21_6023,2026-03-21,2026-03-21 11:28:36,2026-03-20,6023,元大期,上櫃,6023.TWO,-,0,,94.1,325034,0.94,-0.0774,-0.0971,0.0197,94.88,94.47,94.56,95.1,96.04,94.56,93.07,0.0314,積極買點 98.00、回踩買點 94.47、保守買點 94.56,短線停損 94.47、波段停損 94.56、嚴格停損 95.10,第一賣點 96.04、第二賣點 98.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2.13,6.06,0.0,股票,94.5,94.9,93.8,98.0,94.47,94.56,95.1,96.04,98.0,94.47,94.56,95.1,94.47,94.56,95.1,96.04,98.0,92.7,0.0,,,,,,,,,,,,,,
2026-03-21_2102,2026-03-21,2026-03-21 11:27:43,2026-03-20,2102,泰豐,上市,2102.TW,-,0,,19.15,514346,0.93,-0.2273,-0.2151,-0.0122,19.2,18.98,19.53,19.73,21.15,19.53,17.91,0.1657,積極買點 21.40、回踩買點 18.98、保守買點 19.53,短線停損 18.98、波段停損 19.53、嚴格停損 19.73,第一賣點 21.15、第二賣點 21.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.26,4.96,0.0,股票,18.95,19.6,18.85,21.4,18.98,19.53,19.73,21.15,21.4,18.98,19.53,19.73,18.98,19.53,19.73,21.15,21.4,18.3,0.0,,,,,,,,,,,,,,
2026-03-21_6550,2026-03-21,2026-03-21 11:28:46,2026-03-20,6550,北極星藥業-KY,上市,6550.TW,-,0,,19.9,3619257,0.9,-2.604,-1.5881,-1.0159,21.79,24.74,28.3,30.12,37.27,28.3,19.32,0.6344,積極買點 35.95、回踩買點 24.74、保守買點 28.30,短線停損 24.74、波段停損 28.30、嚴格停損 30.12,第一賣點 37.27、第二賣點 35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,-1.51,-3.77,0.0,股票,20.75,21.6,19.9,35.95,24.74,28.3,30.12,37.27,35.95,24.74,28.3,30.12,24.74,28.3,30.12,37.27,35.95,19.55,0.0,,,,,,,,,,,,,,
2026-03-21_2374,2026-03-21,2026-03-21 11:27:46,2026-03-20,2374,佳能,上市,2374.TW,-,0,,70.3,2811817,0.87,-2.4404,-2.4424,0.0021,71.56,71.06,74.08,78.26,82.62,74.08,65.55,0.2304,積極買點 83.50、回踩買點 71.06、保守買點 74.08,短線停損 71.06、波段停損 74.08、嚴格停損 78.26,第一賣點 82.62、第二賣點 83.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.7,-4.69,0.0,股票,71.0,71.6,69.8,83.5,71.06,74.08,78.26,82.62,83.5,71.06,74.08,78.26,71.06,74.08,78.26,82.62,83.5,64.9,0.0,,,,,,,,,,,,,,
